time,Use butter,Scoop nut,Scoop butter,Spread nut,Spread butter,Spread onto,Spread tortilla,Scoop jelly,Spread jelly,Roll tortilla,Secure rolled,Secure tortilla,Trim tortilla,Trim roll,Slide floss,Slide tortilla,Place floss,Cross floss,Cross tortilla,Cross roll,Holding floss,Pull floss,Continue floss,Place pinwheels
0.2,0.0184,0.0051,0.0019,0.0022,0.0004,0.0012,0.0004,0.0023,0.0011,0.0168,0.392,0.008,0.0011,0.0115,0.0177,0.0165,0.0654,0.0185,0.0086,0.1525,0.0265,0.0211,0.0109,0.1999
0.4,0.0205,0.0055,0.002,0.0024,0.0004,0.0013,0.0004,0.0023,0.0012,0.0166,0.3712,0.008,0.0011,0.0111,0.02,0.0178,0.0686,0.0195,0.0085,0.1499,0.0281,0.0217,0.0111,0.211
0.6,0.0134,0.0049,0.0015,0.0017,0.0003,0.0008,0.0003,0.0025,0.001,0.0113,0.4432,0.0066,0.0009,0.009,0.0172,0.013,0.0571,0.0197,0.0073,0.1168,0.0293,0.0236,0.0098,0.2087
0.8,0.0102,0.0047,0.0013,0.0016,0.0003,0.0007,0.0003,0.0025,0.0011,0.0095,0.4582,0.0064,0.0009,0.008,0.0165,0.0108,0.0549,0.0212,0.0072,0.103,0.031,0.0272,0.0112,0.2113
1.0,0.0085,0.0044,0.0011,0.0014,0.0002,0.0007,0.0003,0.0025,0.0011,0.0085,0.469,0.0063,0.0009,0.0075,0.0162,0.0098,0.0528,0.0218,0.0072,0.0953,0.0314,0.0294,0.012,0.2116
1.2,0.0083,0.0045,0.0011,0.0014,0.0002,0.0006,0.0003,0.0025,0.0011,0.0087,0.4612,0.0064,0.0009,0.0077,0.0142,0.0092,0.0555,0.0215,0.0072,0.0945,0.0318,0.0291,0.0121,0.2201
1.4,0.0077,0.0043,0.0011,0.0015,0.0003,0.0007,0.0003,0.0024,0.0011,0.0087,0.461,0.0063,0.0009,0.0077,0.0126,0.0087,0.0568,0.0206,0.007,0.094,0.0302,0.0278,0.0116,0.2269
1.6,0.0072,0.0041,0.001,0.0015,0.0003,0.0007,0.0003,0.0022,0.0011,0.0085,0.4598,0.0062,0.0009,0.0077,0.0117,0.0084,0.0579,0.0198,0.0068,0.0935,0.0291,0.0267,0.0112,0.2336
1.8,0.0069,0.0041,0.001,0.0015,0.0003,0.0007,0.0003,0.0022,0.0011,0.0085,0.4546,0.0062,0.0009,0.0081,0.0112,0.0085,0.0588,0.02,0.0069,0.0904,0.0297,0.0259,0.0113,0.2408
2.0,0.0068,0.0041,0.001,0.0016,0.0003,0.0008,0.0003,0.0023,0.0011,0.0087,0.4499,0.0063,0.0009,0.0085,0.0107,0.0087,0.0595,0.0202,0.007,0.0898,0.0302,0.0251,0.0114,0.2448
2.2,0.0057,0.0041,0.0009,0.0017,0.0003,0.0007,0.0003,0.0022,0.0012,0.0083,0.4316,0.0063,0.001,0.008,0.0098,0.0083,0.0653,0.0206,0.007,0.0786,0.0318,0.0253,0.0119,0.2692
2.4,0.0047,0.004,0.0008,0.0017,0.0002,0.0007,0.0003,0.0022,0.0012,0.0078,0.4163,0.0063,0.0011,0.0075,0.0087,0.0078,0.0706,0.0207,0.007,0.0686,0.033,0.0253,0.0122,0.2913
2.6,0.0041,0.0042,0.0008,0.002,0.0003,0.001,0.0003,0.0021,0.0013,0.0092,0.401,0.0074,0.0012,0.0087,0.0077,0.0084,0.0742,0.0206,0.0081,0.0751,0.0323,0.0235,0.0124,0.294
2.8,0.0036,0.0044,0.0008,0.0023,0.0003,0.0012,0.0004,0.002,0.0014,0.0106,0.3932,0.0085,0.0014,0.0101,0.0067,0.0091,0.0761,0.0198,0.0092,0.0818,0.0311,0.021,0.0116,0.2934
3.0,0.0034,0.0043,0.0008,0.0024,0.0003,0.0013,0.0004,0.0018,0.0013,0.0103,0.3948,0.009,0.0015,0.0092,0.0059,0.0096,0.0789,0.019,0.0097,0.0779,0.0298,0.0183,0.0104,0.2996
3.2,0.0032,0.0039,0.0007,0.0021,0.0003,0.0012,0.0004,0.0016,0.0012,0.0103,0.4097,0.009,0.0014,0.0086,0.0057,0.0093,0.079,0.0194,0.0097,0.0797,0.0297,0.0168,0.0097,0.2874
3.4,0.0031,0.0037,0.0007,0.0018,0.0003,0.001,0.0004,0.0015,0.001,0.0104,0.4211,0.0093,0.0014,0.0081,0.0055,0.0091,0.0798,0.0203,0.0098,0.0813,0.0308,0.0159,0.0093,0.2748
3.6,0.0031,0.0033,0.0007,0.0015,0.0002,0.0008,0.0003,0.0013,0.0008,0.0095,0.4286,0.0094,0.0012,0.0069,0.0053,0.0085,0.083,0.0202,0.0099,0.0766,0.0307,0.0154,0.0083,0.2742
3.8,0.003,0.0029,0.0006,0.0013,0.0002,0.0007,0.0003,0.001,0.0007,0.0085,0.4396,0.0092,0.0011,0.0057,0.0051,0.0077,0.0862,0.0193,0.0097,0.0742,0.0293,0.015,0.0072,0.2714
4.0,0.0035,0.0027,0.0007,0.0011,0.0002,0.0006,0.0003,0.0009,0.0005,0.0087,0.4596,0.0097,0.001,0.0052,0.0047,0.0078,0.0832,0.0179,0.0103,0.0831,0.0261,0.0138,0.0064,0.2521
4.2,0.0041,0.0025,0.0008,0.0009,0.0002,0.0006,0.0003,0.0007,0.0004,0.0088,0.4998,0.0099,0.0008,0.005,0.0043,0.0077,0.0718,0.0161,0.0107,0.0966,0.0221,0.0122,0.0054,0.2183
4.4,0.0045,0.0025,0.001,0.0008,0.0002,0.0005,0.0002,0.0007,0.0003,0.0087,0.5352,0.0092,0.0007,0.0046,0.0043,0.0075,0.0629,0.0152,0.0101,0.1047,0.0209,0.011,0.0044,0.1897
4.6,0.0054,0.0025,0.0011,0.0007,0.0002,0.0004,0.0002,0.0007,0.0003,0.008,0.5507,0.008,0.0006,0.0037,0.0046,0.0072,0.062,0.015,0.009,0.1004,0.0213,0.0106,0.004,0.1835
4.8,0.0073,0.0024,0.0013,0.0006,0.0002,0.0002,0.0002,0.0006,0.0002,0.0067,0.5784,0.0067,0.0005,0.0026,0.0046,0.0062,0.0604,0.0139,0.0075,0.0923,0.0199,0.0109,0.0034,0.1731
5.0,0.0093,0.0026,0.0014,0.0006,0.0001,0.0002,0.0001,0.0006,0.0002,0.0067,0.5936,0.0062,0.0004,0.0023,0.0046,0.0056,0.0584,0.0132,0.0068,0.0949,0.0191,0.0116,0.0031,0.1584
5.2,0.0123,0.0028,0.0017,0.0006,0.0002,0.0002,0.0001,0.0006,0.0002,0.0059,0.5924,0.0059,0.0004,0.002,0.0056,0.0053,0.0608,0.0135,0.0064,0.0862,0.0196,0.0143,0.0027,0.1601
5.4,0.016,0.0031,0.0021,0.0007,0.0002,0.0002,0.0001,0.0005,0.0003,0.0052,0.5887,0.0056,0.0004,0.0016,0.0069,0.0049,0.0632,0.0139,0.0061,0.0779,0.0202,0.0176,0.0023,0.1621
5.6,0.0202,0.0038,0.0027,0.0008,0.0003,0.0002,0.0002,0.0006,0.0003,0.0052,0.5716,0.0053,0.0004,0.0014,0.0088,0.0049,0.0708,0.0153,0.0058,0.0677,0.0229,0.0222,0.0024,0.1661
5.8,0.0253,0.0046,0.0035,0.0009,0.0004,0.0002,0.0002,0.0007,0.0004,0.0052,0.5501,0.0049,0.0004,0.0012,0.0112,0.0047,0.0786,0.0166,0.0056,0.059,0.0256,0.0278,0.0024,0.1702
6.0,0.0292,0.0053,0.0038,0.0011,0.0005,0.0002,0.0002,0.0007,0.0004,0.0046,0.5326,0.0046,0.0004,0.0009,0.0141,0.0044,0.0847,0.0186,0.005,0.0502,0.0294,0.0351,0.0024,0.1716
6.2,0.0349,0.0058,0.0043,0.0013,0.0005,0.0002,0.0002,0.0008,0.0005,0.004,0.5051,0.0042,0.0004,0.0007,0.0181,0.0042,0.0923,0.0213,0.0045,0.0434,0.0345,0.044,0.0024,0.1727
6.4,0.0443,0.0078,0.0052,0.0018,0.0008,0.0003,0.0002,0.0007,0.0006,0.0047,0.4932,0.0047,0.0004,0.0007,0.0182,0.0044,0.0878,0.0205,0.0047,0.0445,0.0316,0.0483,0.0021,0.1725
6.6,0.0578,0.0104,0.0063,0.0023,0.0011,0.0004,0.0003,0.0006,0.0007,0.0054,0.4804,0.0052,0.0004,0.0007,0.0188,0.0047,0.0822,0.0195,0.0049,0.0449,0.0287,0.0528,0.0018,0.1698
6.8,0.068,0.013,0.0078,0.0035,0.0018,0.0006,0.0004,0.0007,0.0009,0.0074,0.4363,0.0066,0.0005,0.0008,0.0219,0.0056,0.0844,0.0224,0.006,0.0531,0.0318,0.0576,0.0019,0.167
7.0,0.0795,0.0161,0.0097,0.0051,0.0029,0.0011,0.0006,0.0006,0.0012,0.01,0.3908,0.0081,0.0006,0.0009,0.0249,0.0067,0.0855,0.0249,0.0071,0.0634,0.0345,0.0615,0.0019,0.1624
7.2,0.0856,0.0196,0.0103,0.0069,0.0035,0.0013,0.0007,0.0007,0.0014,0.012,0.3749,0.0088,0.0006,0.001,0.0225,0.0072,0.0842,0.023,0.0075,0.0708,0.032,0.0525,0.002,0.1711
7.4,0.0917,0.024,0.0108,0.0096,0.0041,0.0015,0.0009,0.0007,0.0016,0.0144,0.3576,0.0095,0.0006,0.0011,0.0201,0.0078,0.0821,0.0209,0.0079,0.0787,0.0294,0.0448,0.002,0.1784
7.6,0.0982,0.0271,0.011,0.0122,0.0049,0.0019,0.0011,0.0007,0.0017,0.0171,0.3524,0.0107,0.0005,0.0013,0.0173,0.0084,0.071,0.0189,0.0082,0.0975,0.0256,0.0364,0.0018,0.1742
7.8,0.1117,0.0351,0.0122,0.017,0.0062,0.0024,0.0014,0.0007,0.0019,0.0219,0.334,0.013,0.0005,0.0016,0.0124,0.0091,0.0597,0.0159,0.0092,0.1265,0.02,0.0278,0.0016,0.1582
8.0,0.1168,0.0435,0.0129,0.0221,0.0077,0.0029,0.0017,0.0007,0.0022,0.0265,0.3102,0.0148,0.0006,0.0019,0.0092,0.009,0.0555,0.0134,0.0101,0.1422,0.0162,0.0223,0.0015,0.1562
8.2,0.1197,0.0544,0.0134,0.0287,0.0093,0.0033,0.0022,0.0008,0.0025,0.032,0.2865,0.0168,0.0006,0.0022,0.0067,0.0087,0.0502,0.0111,0.011,0.1574,0.0128,0.0175,0.0013,0.1511
8.4,0.1366,0.0563,0.0142,0.032,0.0113,0.0042,0.0028,0.0009,0.003,0.0332,0.2628,0.0184,0.0007,0.0021,0.0058,0.0086,0.0509,0.0105,0.0118,0.157,0.0117,0.0158,0.0013,0.1482
8.6,0.1464,0.0552,0.0144,0.0391,0.0142,0.0059,0.0044,0.001,0.0041,0.0361,0.2223,0.0224,0.0007,0.0021,0.0047,0.009,0.0514,0.0097,0.0144,0.1731,0.0103,0.0134,0.0014,0.1441
8.8,0.1541,0.0591,0.0147,0.0458,0.0169,0.0073,0.0058,0.0012,0.0053,0.0374,0.2011,0.0247,0.0008,0.002,0.0036,0.0091,0.0503,0.0082,0.0157,0.1669,0.0084,0.011,0.0013,0.1492
9.0,0.1507,0.0697,0.0156,0.0538,0.0191,0.0094,0.008,0.0016,0.0071,0.0409,0.1786,0.0283,0.0009,0.0022,0.0028,0.0092,0.0493,0.0074,0.0181,0.1598,0.0068,0.0087,0.0013,0.1505
9.2,0.1474,0.0822,0.0173,0.0653,0.0233,0.014,0.0119,0.0019,0.0091,0.0502,0.146,0.0356,0.0012,0.0025,0.0021,0.0102,0.0444,0.0069,0.0231,0.1634,0.0056,0.0071,0.0012,0.1282
9.4,0.1414,0.0937,0.0183,0.0778,0.0275,0.02,0.0174,0.0022,0.0113,0.0604,0.117,0.0435,0.0015,0.0028,0.0015,0.0111,0.0385,0.0061,0.0287,0.1623,0.0044,0.0057,0.0011,0.1057
9.6,0.1311,0.1052,0.0187,0.0911,0.0315,0.0278,0.0249,0.0024,0.0137,0.0706,0.0908,0.0514,0.0019,0.003,0.001,0.0115,0.0327,0.0053,0.0344,0.1574,0.0034,0.0044,0.001,0.0847
9.8,0.1284,0.1083,0.0187,0.0969,0.0329,0.0329,0.0293,0.0027,0.0139,0.0849,0.0817,0.0573,0.0023,0.0029,0.001,0.0131,0.0314,0.005,0.0381,0.1318,0.0032,0.0046,0.001,0.0778
10.0,0.1234,0.1107,0.0184,0.1028,0.034,0.0386,0.0343,0.0029,0.0141,0.1021,0.0718,0.0626,0.0027,0.0028,0.0009,0.0148,0.0296,0.0046,0.0414,0.1086,0.0029,0.0047,0.0009,0.0703
10.2,0.1171,0.1035,0.0181,0.1145,0.0414,0.0522,0.0473,0.0033,0.0172,0.1103,0.0508,0.0704,0.003,0.0024,0.0008,0.0171,0.0256,0.004,0.0463,0.0905,0.0025,0.0037,0.0008,0.0574
10.4,0.1056,0.0966,0.0177,0.1218,0.0431,0.058,0.0576,0.0036,0.0194,0.1143,0.0387,0.0793,0.0034,0.0024,0.0007,0.0189,0.0241,0.0037,0.0525,0.0821,0.0022,0.0031,0.0008,0.0505
10.6,0.0829,0.1026,0.0162,0.1287,0.0402,0.0645,0.0628,0.0036,0.0201,0.1219,0.0342,0.0851,0.0038,0.0024,0.0006,0.0193,0.025,0.0037,0.056,0.0729,0.0022,0.0028,0.0009,0.0477
10.8,0.0647,0.1077,0.0145,0.1338,0.0357,0.069,0.0681,0.0036,0.0203,0.1288,0.0302,0.0913,0.0042,0.0024,0.0006,0.0198,0.0251,0.0037,0.0602,0.0668,0.0022,0.0025,0.001,0.0439
11.0,0.0621,0.1029,0.0122,0.1464,0.034,0.0685,0.0722,0.0032,0.0217,0.1252,0.0285,0.0959,0.0044,0.0022,0.0005,0.0196,0.0266,0.0036,0.0616,0.06,0.0022,0.0025,0.001,0.043
11.2,0.0594,0.098,0.0102,0.1596,0.0323,0.0678,0.0763,0.0029,0.023,0.1212,0.0267,0.1003,0.0045,0.0021,0.0005,0.0193,0.0282,0.0035,0.0627,0.0536,0.0023,0.0024,0.0011,0.0419
11.4,0.0517,0.0845,0.0083,0.156,0.0303,0.0683,0.0863,0.0025,0.0222,0.1259,0.0243,0.116,0.0051,0.0021,0.0004,0.0203,0.0264,0.0033,0.0707,0.0497,0.0021,0.0022,0.0012,0.0402
11.6,0.0446,0.0722,0.0067,0.1512,0.0281,0.0682,0.0966,0.0022,0.0213,0.1294,0.0219,0.1328,0.0058,0.0022,0.0003,0.0212,0.0246,0.003,0.0789,0.0455,0.0019,0.0019,0.0013,0.0382
11.8,0.0336,0.0592,0.0052,0.1575,0.0308,0.0838,0.1224,0.0018,0.0248,0.1203,0.0165,0.1367,0.0057,0.0021,0.0003,0.0204,0.0196,0.0025,0.0805,0.0432,0.0015,0.0012,0.0012,0.0291
12.0,0.0245,0.0468,0.0039,0.1586,0.0327,0.1005,0.152,0.0015,0.0283,0.1104,0.0122,0.1387,0.0056,0.002,0.0002,0.0195,0.0153,0.0021,0.0809,0.0398,0.0012,0.0008,0.0011,0.0217
12.2,0.019,0.0382,0.0031,0.1459,0.0308,0.1013,0.1654,0.0011,0.0273,0.1166,0.0111,0.1494,0.0062,0.0022,0.0002,0.0192,0.0139,0.002,0.0867,0.0384,0.001,0.0007,0.0011,0.0193
12.4,0.0147,0.033,0.0022,0.1321,0.0274,0.1014,0.1874,0.0009,0.0257,0.1241,0.0094,0.1591,0.0074,0.0024,0.0001,0.0196,0.0101,0.0016,0.0899,0.0349,0.0008,0.0006,0.001,0.0143
12.6,0.0149,0.0275,0.0019,0.1141,0.0281,0.0951,0.2095,0.0008,0.0236,0.1299,0.0079,0.1695,0.0085,0.0025,0.0001,0.0225,0.007,0.0013,0.0919,0.0308,0.0006,0.0005,0.0007,0.0105
12.8,0.0162,0.0234,0.0018,0.0973,0.0305,0.0888,0.2202,0.0008,0.0199,0.1432,0.0073,0.177,0.0091,0.0026,0.0001,0.0257,0.005,0.0011,0.0914,0.0292,0.0005,0.0004,0.0006,0.008
13.0,0.0152,0.0199,0.0017,0.0789,0.0323,0.087,0.2278,0.0007,0.0157,0.1616,0.0065,0.1807,0.0094,0.0026,0.0001,0.03,0.0033,0.0009,0.0903,0.0284,0.0004,0.0004,0.0004,0.0058
13.2,0.0148,0.0171,0.0017,0.0675,0.0357,0.0834,0.2363,0.0006,0.0133,0.1797,0.0056,0.1768,0.0093,0.0025,0.0001,0.0335,0.0024,0.0007,0.0876,0.0261,0.0003,0.0003,0.0003,0.0045
13.4,0.0139,0.0162,0.0016,0.0653,0.0393,0.087,0.2435,0.0005,0.0126,0.19,0.0047,0.168,0.0089,0.0022,0.0001,0.0343,0.002,0.0006,0.0817,0.0235,0.0002,0.0003,0.0003,0.0034
13.6,0.0129,0.0154,0.0016,0.063,0.0431,0.0904,0.25,0.0005,0.0118,0.2001,0.0039,0.1592,0.0085,0.0019,0.0001,0.0349,0.0017,0.0005,0.076,0.0212,0.0002,0.0002,0.0002,0.0026
13.8,0.012,0.0142,0.0015,0.0557,0.0407,0.0858,0.2465,0.0005,0.0108,0.2046,0.0034,0.1676,0.0092,0.0021,0.0001,0.0377,0.0016,0.0005,0.0814,0.021,0.0002,0.0002,0.0002,0.0025
14.0,0.0121,0.0138,0.0015,0.051,0.0377,0.0813,0.2476,0.0005,0.0103,0.2038,0.0032,0.1735,0.01,0.0023,0.0001,0.0402,0.0015,0.0005,0.0848,0.0214,0.0002,0.0002,0.0002,0.0024
14.2,0.012,0.0147,0.0015,0.05,0.0346,0.0832,0.2505,0.0006,0.01,0.2039,0.0031,0.1711,0.0106,0.0025,0.0001,0.0418,0.0013,0.0005,0.0838,0.0214,0.0002,0.0002,0.0002,0.0022
14.4,0.0128,0.0145,0.0016,0.0516,0.0376,0.0896,0.2489,0.0006,0.0101,0.2002,0.003,0.1643,0.0099,0.0025,0.0001,0.0422,0.0015,0.0005,0.0833,0.022,0.0002,0.0002,0.0003,0.0025
14.6,0.0137,0.0146,0.0017,0.0529,0.0406,0.0941,0.2483,0.0006,0.0102,0.1972,0.0029,0.1574,0.0093,0.0025,0.0001,0.042,0.0018,0.0006,0.0827,0.0233,0.0002,0.0002,0.0003,0.0028
14.8,0.0119,0.0153,0.0016,0.0591,0.0383,0.0957,0.2615,0.0006,0.0112,0.1809,0.0026,0.1576,0.0096,0.0026,0.0001,0.0372,0.0019,0.0006,0.0855,0.0223,0.0002,0.0002,0.0003,0.0029
15.0,0.0103,0.0158,0.0014,0.0661,0.035,0.0951,0.2734,0.0006,0.0124,0.1651,0.0024,0.1595,0.0099,0.0027,0.0001,0.0331,0.0021,0.0006,0.089,0.0214,0.0002,0.0002,0.0003,0.0032
15.2,0.0084,0.016,0.0012,0.0683,0.0308,0.0963,0.2817,0.0006,0.0124,0.1513,0.0022,0.166,0.0104,0.003,0.0001,0.0305,0.002,0.0006,0.093,0.0214,0.0002,0.0002,0.0004,0.0032
15.4,0.0083,0.0164,0.0013,0.0705,0.0306,0.0961,0.2862,0.0007,0.0131,0.1423,0.0022,0.1647,0.0111,0.0032,0.0001,0.0305,0.0022,0.0006,0.0946,0.0209,0.0002,0.0002,0.0004,0.0036
15.6,0.0075,0.0167,0.0011,0.0712,0.027,0.091,0.2929,0.0007,0.0133,0.1366,0.0021,0.1664,0.0124,0.0035,0.0001,0.0306,0.0022,0.0006,0.0998,0.0193,0.0002,0.0002,0.0004,0.0039
15.8,0.0068,0.0169,0.001,0.0746,0.0247,0.0856,0.309,0.0007,0.0137,0.1335,0.0021,0.1629,0.0137,0.0034,0.0,0.0288,0.0022,0.0006,0.0984,0.0167,0.0002,0.0002,0.0004,0.0039
16.0,0.0065,0.0182,0.0009,0.0832,0.0254,0.0853,0.309,0.0007,0.0138,0.1323,0.0019,0.1582,0.014,0.0034,0.0,0.0277,0.0022,0.0006,0.0966,0.0151,0.0002,0.0002,0.0004,0.0042
16.2,0.0062,0.0198,0.0009,0.0938,0.0262,0.0853,0.3064,0.0007,0.0142,0.1308,0.0018,0.1533,0.0142,0.0034,0.0,0.0265,0.0022,0.0006,0.0946,0.0139,0.0002,0.0003,0.0004,0.0044
16.4,0.006,0.0207,0.0008,0.0907,0.0231,0.0735,0.2961,0.0007,0.0125,0.1372,0.002,0.1656,0.0153,0.0037,0.0,0.0275,0.0021,0.0006,0.1026,0.0142,0.0002,0.0003,0.0004,0.0043
16.6,0.0057,0.0214,0.0008,0.0892,0.0206,0.0644,0.2867,0.0006,0.0112,0.1416,0.002,0.1761,0.0164,0.004,0.0,0.0279,0.0019,0.0006,0.1099,0.0141,0.0001,0.0003,0.0003,0.0042
16.8,0.006,0.0216,0.0008,0.0961,0.0217,0.0641,0.2949,0.0007,0.0122,0.1354,0.0021,0.1702,0.0159,0.0038,0.0,0.0283,0.0019,0.0006,0.1051,0.0138,0.0001,0.0003,0.0003,0.004
17.0,0.0064,0.0221,0.0008,0.1043,0.0235,0.0652,0.3031,0.0007,0.0133,0.1292,0.0021,0.1615,0.0151,0.0037,0.0,0.0286,0.0019,0.0006,0.0998,0.0135,0.0002,0.0003,0.0003,0.0038
17.2,0.0067,0.0222,0.0008,0.1133,0.0248,0.0658,0.3117,0.0007,0.0147,0.1223,0.0022,0.1539,0.0145,0.0035,0.0,0.0286,0.0019,0.0006,0.0942,0.013,0.0002,0.0003,0.0004,0.0037
17.4,0.0066,0.0193,0.0007,0.1078,0.0219,0.0603,0.3261,0.0006,0.0141,0.1191,0.0018,0.1587,0.0152,0.0032,0.0,0.0305,0.0017,0.0006,0.0963,0.0119,0.0002,0.0003,0.0003,0.0029
17.6,0.007,0.0175,0.0008,0.1067,0.023,0.0601,0.34,0.0006,0.0149,0.1096,0.0016,0.1581,0.015,0.0031,0.0,0.032,0.0017,0.0006,0.093,0.0113,0.0002,0.0002,0.0004,0.0027
17.8,0.0076,0.0163,0.0008,0.1061,0.0244,0.0602,0.3501,0.0006,0.0155,0.1008,0.0013,0.1582,0.0146,0.0029,0.0,0.0336,0.0016,0.0006,0.0906,0.0108,0.0002,0.0002,0.0004,0.0024
18.0,0.0073,0.0138,0.0008,0.0965,0.0236,0.057,0.3724,0.0006,0.0157,0.0929,0.0011,0.161,0.0152,0.0027,0.0,0.0343,0.0016,0.0006,0.0903,0.0097,0.0002,0.0002,0.0005,0.002
18.2,0.0077,0.0134,0.0008,0.0928,0.0218,0.0527,0.3779,0.0006,0.0151,0.0859,0.001,0.166,0.0156,0.0025,0.0,0.0355,0.0015,0.0006,0.0965,0.0093,0.0002,0.0002,0.0005,0.0018
18.4,0.0074,0.0137,0.0008,0.1008,0.0209,0.0535,0.3881,0.0006,0.0166,0.0768,0.0008,0.1598,0.016,0.0023,0.0,0.0336,0.0015,0.0006,0.0955,0.008,0.0002,0.0002,0.0005,0.0018
18.6,0.0061,0.0126,0.0006,0.1121,0.0187,0.0546,0.422,0.0006,0.0186,0.0661,0.0006,0.1438,0.0162,0.0019,0.0,0.0293,0.0014,0.0005,0.0861,0.006,0.0002,0.0001,0.0005,0.0015
18.8,0.0053,0.0112,0.0005,0.1066,0.0158,0.0522,0.4408,0.0005,0.0172,0.0636,0.0004,0.1414,0.0179,0.0017,0.0,0.029,0.0013,0.0005,0.0871,0.0048,0.0002,0.0001,0.0005,0.0014
19.0,0.0046,0.0099,0.0004,0.0947,0.0128,0.0472,0.4558,0.0004,0.0153,0.0615,0.0003,0.1444,0.0205,0.0016,0.0,0.0306,0.0012,0.0005,0.0922,0.0039,0.0002,0.0001,0.0005,0.0012
19.2,0.0042,0.0092,0.0004,0.0848,0.0105,0.0424,0.4663,0.0004,0.0136,0.0591,0.0002,0.147,0.0233,0.0015,0.0,0.0325,0.0012,0.0005,0.098,0.0033,0.0002,0.0001,0.0004,0.001
19.4,0.0042,0.0093,0.0003,0.0872,0.0102,0.0426,0.4612,0.0004,0.0143,0.0563,0.0002,0.148,0.0241,0.0016,0.0,0.033,0.0013,0.0005,0.1002,0.0032,0.0002,0.0001,0.0005,0.0011
19.6,0.0043,0.0094,0.0003,0.0901,0.0096,0.0422,0.4514,0.0004,0.0143,0.0559,0.0002,0.1513,0.0243,0.0016,0.0,0.0339,0.0013,0.0006,0.1038,0.0033,0.0002,0.0001,0.0005,0.0011
19.8,0.0042,0.0097,0.0003,0.0941,0.0088,0.0409,0.4469,0.0003,0.0133,0.0595,0.0002,0.1495,0.0236,0.0015,0.0,0.0357,0.0011,0.0006,0.1046,0.0032,0.0002,0.0001,0.0005,0.001
20.0,0.004,0.01,0.0002,0.0966,0.008,0.0394,0.4439,0.0003,0.0122,0.0634,0.0002,0.1473,0.0232,0.0015,0.0,0.0378,0.001,0.0006,0.1055,0.0032,0.0002,0.0001,0.0005,0.0009
20.2,0.0035,0.0089,0.0002,0.0933,0.0075,0.0382,0.4587,0.0003,0.0117,0.0668,0.0002,0.1422,0.0231,0.0014,0.0,0.0395,0.0009,0.0005,0.0986,0.0029,0.0002,0.0001,0.0005,0.0008
20.4,0.0029,0.0076,0.0002,0.0861,0.007,0.0383,0.472,0.0002,0.0112,0.069,0.0001,0.1395,0.0232,0.0013,0.0,0.0396,0.0009,0.0005,0.0961,0.0027,0.0002,0.0001,0.0005,0.0007
20.6,0.0028,0.0073,0.0002,0.0792,0.0067,0.0348,0.4596,0.0002,0.0102,0.0768,0.0001,0.1454,0.023,0.0014,0.0,0.0453,0.0008,0.0005,0.1014,0.0029,0.0002,0.0001,0.0005,0.0006
20.8,0.0028,0.007,0.0002,0.0722,0.0063,0.0315,0.445,0.0002,0.0092,0.0846,0.0002,0.1514,0.0228,0.0014,0.0,0.0521,0.0007,0.0005,0.1075,0.0031,0.0002,0.0001,0.0005,0.0005
21.0,0.0027,0.0066,0.0002,0.0695,0.0062,0.0301,0.4368,0.0002,0.0087,0.0931,0.0002,0.1521,0.0222,0.0015,0.0,0.056,0.0007,0.0005,0.1085,0.0032,0.0002,0.0001,0.0005,0.0005
21.2,0.0026,0.0061,0.0002,0.0711,0.0068,0.0311,0.4467,0.0002,0.009,0.094,0.0002,0.1464,0.0211,0.0015,0.0,0.0546,0.0006,0.0004,0.1031,0.0031,0.0002,0.0001,0.0005,0.0005
21.4,0.0026,0.0061,0.0002,0.0757,0.0073,0.0318,0.4632,0.0002,0.0088,0.0941,0.0001,0.1363,0.0197,0.0014,0.0,0.0512,0.0005,0.0004,0.0964,0.0029,0.0002,0.0001,0.0004,0.0004
21.6,0.0024,0.006,0.0002,0.0779,0.0075,0.031,0.4848,0.0002,0.0086,0.0933,0.0001,0.1259,0.0188,0.0013,0.0,0.048,0.0005,0.0003,0.0896,0.0026,0.0001,0.0001,0.0004,0.0004
21.8,0.0024,0.0057,0.0002,0.0789,0.0079,0.0309,0.5022,0.0002,0.0091,0.0871,0.0001,0.1209,0.0187,0.0013,0.0,0.044,0.0004,0.0003,0.0862,0.0024,0.0001,0.0001,0.0004,0.0003
22.0,0.0024,0.0054,0.0002,0.0752,0.0082,0.0299,0.5004,0.0002,0.0094,0.0874,0.0001,0.1262,0.0189,0.0014,0.0,0.0415,0.0005,0.0003,0.0889,0.0026,0.0001,0.0001,0.0004,0.0004
22.2,0.0023,0.0049,0.0002,0.0707,0.0084,0.0287,0.4998,0.0002,0.0098,0.0869,0.0001,0.1322,0.0189,0.0015,0.0,0.0389,0.0005,0.0003,0.0921,0.0027,0.0001,0.0001,0.0003,0.0004
22.4,0.0041,0.0066,0.0003,0.0907,0.0122,0.0316,0.4723,0.0002,0.012,0.0936,0.0002,0.1277,0.0163,0.0016,0.0,0.0387,0.0007,0.0003,0.0858,0.0037,0.0002,0.0001,0.0004,0.0005
22.6,0.0073,0.0085,0.0006,0.113,0.0183,0.0384,0.4404,0.0003,0.0151,0.0958,0.0003,0.122,0.0142,0.0017,0.0,0.0362,0.0011,0.0004,0.0795,0.0051,0.0002,0.0001,0.0005,0.0008
