time,Use butter,Scoop nut,Scoop butter,Spread nut,Spread butter,Spread onto,Spread tortilla,Scoop jelly,Spread jelly,Roll tortilla,Secure rolled,Secure tortilla,Trim tortilla,Trim roll,Slide floss,Slide tortilla,Place floss,Cross floss,Cross tortilla,Cross roll,Holding floss,Pull floss,Continue floss,Place pinwheels
471.8,0.0361,0.0826,0.0049,0.1157,0.0056,0.0188,0.0343,0.0057,0.0299,0.0525,0.0373,0.0867,0.0097,0.0077,0.0012,0.0175,0.1047,0.0085,0.0644,0.0772,0.0072,0.0046,0.0073,0.1798
472.0,0.0444,0.0782,0.0048,0.1078,0.0057,0.0172,0.0315,0.005,0.0246,0.0597,0.0463,0.0808,0.01,0.0135,0.0012,0.0179,0.0828,0.0087,0.0649,0.1206,0.0073,0.0042,0.0072,0.1555
472.2,0.0512,0.0703,0.0045,0.0974,0.0056,0.0153,0.0277,0.0043,0.0196,0.0649,0.0558,0.0706,0.0099,0.0229,0.0012,0.0172,0.0635,0.0087,0.0614,0.1802,0.0072,0.0038,0.0068,0.1299
472.4,0.0551,0.0648,0.004,0.0816,0.0047,0.0118,0.0253,0.0039,0.0155,0.0698,0.0603,0.0596,0.0104,0.036,0.0013,0.0165,0.0548,0.0092,0.057,0.2231,0.0073,0.0037,0.0069,0.1176
472.6,0.0577,0.0573,0.0036,0.0655,0.0039,0.0088,0.0226,0.0035,0.0118,0.0736,0.0637,0.0496,0.0105,0.0549,0.0014,0.0156,0.0458,0.0093,0.0519,0.2691,0.007,0.0034,0.0067,0.103
472.8,0.0528,0.0536,0.0032,0.0518,0.003,0.0063,0.0183,0.0031,0.0086,0.0754,0.0736,0.0407,0.0111,0.0787,0.0014,0.013,0.0403,0.0098,0.0451,0.3025,0.0074,0.0037,0.0064,0.0902
473.0,0.0542,0.0467,0.003,0.0413,0.0024,0.0045,0.0157,0.003,0.007,0.0738,0.0833,0.0335,0.0118,0.1077,0.0015,0.0111,0.0347,0.0105,0.0391,0.3207,0.008,0.004,0.0064,0.0759
473.2,0.0549,0.0403,0.0027,0.0348,0.002,0.0037,0.0137,0.0027,0.006,0.0646,0.0861,0.0277,0.0135,0.1459,0.0017,0.0094,0.0292,0.0112,0.0351,0.3357,0.0086,0.0045,0.0065,0.0596
473.4,0.0533,0.0417,0.0034,0.039,0.0027,0.0043,0.0175,0.0027,0.0066,0.064,0.0785,0.0302,0.0176,0.1637,0.0016,0.0098,0.0294,0.0106,0.0414,0.3084,0.0082,0.0043,0.0074,0.0538
473.6,0.0502,0.0434,0.0041,0.0436,0.0036,0.005,0.0222,0.0025,0.0069,0.0634,0.0708,0.0324,0.0227,0.185,0.0014,0.0101,0.0283,0.0097,0.0482,0.2802,0.0075,0.004,0.0082,0.0466
473.8,0.0435,0.0458,0.0039,0.0486,0.0034,0.0053,0.0251,0.0023,0.007,0.0652,0.0671,0.0373,0.0275,0.1859,0.0012,0.0106,0.0286,0.0097,0.0566,0.2557,0.0075,0.004,0.0091,0.0488
474.0,0.0492,0.0525,0.0046,0.0537,0.004,0.0056,0.0273,0.0027,0.0079,0.0681,0.0667,0.0398,0.0298,0.1676,0.0015,0.0117,0.0339,0.0106,0.0595,0.2219,0.0085,0.0052,0.011,0.0566
474.2,0.0543,0.0605,0.0054,0.0593,0.0046,0.0059,0.0296,0.003,0.0088,0.0699,0.0643,0.0415,0.0315,0.15,0.0018,0.0122,0.0395,0.0113,0.0612,0.193,0.0092,0.0065,0.0132,0.0637
474.4,0.0635,0.0649,0.0066,0.0653,0.0058,0.0072,0.0305,0.0035,0.0103,0.0672,0.0553,0.0422,0.0309,0.138,0.0018,0.0122,0.0408,0.0117,0.061,0.1852,0.0093,0.0067,0.0152,0.0652
474.6,0.0738,0.0696,0.008,0.072,0.0073,0.0088,0.0309,0.004,0.012,0.0633,0.0478,0.0423,0.0298,0.1249,0.0018,0.012,0.0428,0.0121,0.06,0.1757,0.0095,0.007,0.0176,0.067
474.8,0.0766,0.0769,0.0093,0.0795,0.0082,0.0116,0.0303,0.0047,0.0141,0.0602,0.0461,0.0413,0.0278,0.1102,0.002,0.0116,0.0484,0.0133,0.0572,0.1603,0.0108,0.0081,0.0216,0.0698
475.0,0.07,0.0864,0.0101,0.086,0.0087,0.0147,0.0284,0.0051,0.0149,0.0584,0.0435,0.0397,0.0254,0.102,0.0021,0.0108,0.0537,0.014,0.0543,0.1536,0.0115,0.0087,0.0247,0.0733
475.2,0.0579,0.0915,0.0092,0.0891,0.0081,0.0175,0.0248,0.0048,0.0145,0.0555,0.0437,0.0384,0.0218,0.0919,0.002,0.0096,0.0619,0.0145,0.0516,0.1532,0.0114,0.0086,0.0273,0.091
475.4,0.0509,0.0973,0.0079,0.0962,0.0077,0.0205,0.0225,0.0047,0.0154,0.0515,0.0435,0.0358,0.0199,0.0933,0.0018,0.0082,0.0594,0.0153,0.0478,0.154,0.0104,0.0084,0.0288,0.0987
475.6,0.0434,0.1027,0.0069,0.1028,0.0073,0.0243,0.0203,0.0046,0.0161,0.0478,0.0435,0.0329,0.0179,0.0935,0.0017,0.007,0.0575,0.0159,0.0435,0.1525,0.0095,0.0083,0.0308,0.1093
475.8,0.042,0.1125,0.0064,0.1184,0.0074,0.0294,0.019,0.0051,0.0188,0.0392,0.0426,0.0271,0.0155,0.0827,0.0019,0.006,0.0647,0.0178,0.0362,0.1337,0.0104,0.0094,0.0362,0.1175
476.0,0.039,0.122,0.0057,0.1349,0.0073,0.0355,0.0175,0.0055,0.0218,0.0315,0.0406,0.0217,0.0131,0.0723,0.0021,0.005,0.0715,0.0195,0.0294,0.1172,0.0111,0.0103,0.042,0.1235
476.2,0.0359,0.1209,0.0053,0.144,0.0075,0.0384,0.0162,0.0056,0.0237,0.0277,0.0393,0.0188,0.0118,0.07,0.0021,0.0042,0.0751,0.0218,0.026,0.1131,0.0119,0.0103,0.0429,0.1275
476.4,0.0309,0.1152,0.0046,0.1545,0.0072,0.039,0.0159,0.0052,0.0252,0.026,0.0404,0.0179,0.0113,0.0698,0.0021,0.0038,0.0765,0.0233,0.0252,0.1099,0.0127,0.0104,0.0422,0.1307
476.6,0.0267,0.1092,0.004,0.165,0.0069,0.0397,0.0158,0.0048,0.0263,0.0248,0.0412,0.0174,0.011,0.0706,0.0022,0.0034,0.0766,0.0247,0.0246,0.1076,0.0134,0.0104,0.0409,0.1327
476.8,0.0251,0.1028,0.0034,0.1689,0.0065,0.0398,0.0173,0.0044,0.0281,0.0251,0.0379,0.0185,0.0116,0.0755,0.0018,0.0033,0.0716,0.0235,0.0264,0.1132,0.0115,0.0095,0.0376,0.1368
477.0,0.0273,0.1049,0.0034,0.1881,0.0075,0.0416,0.0211,0.0046,0.031,0.0265,0.032,0.0198,0.0131,0.0784,0.0017,0.0037,0.0613,0.0225,0.0284,0.114,0.011,0.0089,0.0328,0.1163
477.2,0.0336,0.1099,0.0041,0.2091,0.0097,0.0433,0.0274,0.0053,0.0358,0.0283,0.0254,0.0205,0.0151,0.0832,0.0017,0.0043,0.0504,0.0212,0.0298,0.1102,0.011,0.0089,0.0284,0.0832
477.4,0.0368,0.1143,0.0046,0.2302,0.0109,0.0443,0.0333,0.0062,0.0393,0.0303,0.0208,0.0205,0.0163,0.0789,0.0018,0.0049,0.0456,0.0203,0.0295,0.0998,0.012,0.0092,0.0249,0.0656
477.6,0.0399,0.1153,0.0051,0.245,0.0116,0.0428,0.0367,0.0075,0.043,0.0287,0.0184,0.0185,0.0172,0.082,0.0021,0.0047,0.044,0.0201,0.0269,0.0923,0.0137,0.0103,0.024,0.0501
477.8,0.043,0.1104,0.0059,0.2222,0.0124,0.0422,0.0373,0.0076,0.0412,0.0309,0.0197,0.019,0.019,0.0944,0.0022,0.0046,0.0432,0.0203,0.0281,0.1022,0.0146,0.0105,0.0223,0.0469
478.0,0.0473,0.1065,0.0067,0.2022,0.0132,0.0406,0.0375,0.0079,0.0391,0.033,0.0207,0.0195,0.0206,0.1058,0.0024,0.0047,0.042,0.0202,0.029,0.1113,0.0158,0.0107,0.0202,0.043
478.2,0.0544,0.1092,0.0072,0.2028,0.0136,0.0438,0.0377,0.0085,0.0403,0.0322,0.0214,0.0195,0.0207,0.1002,0.0026,0.0049,0.0402,0.0204,0.0285,0.1017,0.0168,0.0124,0.0203,0.0407
478.4,0.0585,0.1147,0.0074,0.1985,0.0134,0.0462,0.0397,0.0095,0.041,0.0328,0.021,0.0203,0.0217,0.1002,0.0026,0.0052,0.0349,0.0192,0.0293,0.0996,0.0162,0.0132,0.0188,0.0361
478.6,0.0632,0.1206,0.0076,0.193,0.013,0.0475,0.0411,0.0106,0.0413,0.0332,0.021,0.0212,0.0227,0.0998,0.0026,0.0056,0.0307,0.0183,0.0301,0.0967,0.0159,0.0143,0.0176,0.0324
478.8,0.062,0.1244,0.0077,0.2063,0.0137,0.0491,0.04,0.011,0.042,0.0294,0.0213,0.0199,0.0219,0.0941,0.0029,0.0053,0.0309,0.0188,0.0282,0.0889,0.0172,0.0151,0.0182,0.0316
479.0,0.0555,0.1198,0.0068,0.2086,0.0124,0.0489,0.0374,0.0111,0.0434,0.0287,0.0246,0.0208,0.0211,0.0927,0.0029,0.0051,0.0316,0.0203,0.0293,0.088,0.0171,0.016,0.0203,0.0376
479.2,0.052,0.1179,0.0062,0.2123,0.0115,0.0496,0.035,0.0109,0.0434,0.0276,0.0281,0.0217,0.0201,0.0876,0.0029,0.005,0.0321,0.021,0.0301,0.0856,0.0168,0.0167,0.0218,0.0442
479.4,0.0485,0.1153,0.0057,0.212,0.0107,0.0495,0.0321,0.011,0.0437,0.0266,0.0329,0.0223,0.0187,0.0837,0.0028,0.0049,0.0327,0.0219,0.0303,0.0843,0.0163,0.0178,0.0233,0.053
479.6,0.0473,0.1132,0.0054,0.1979,0.01,0.0512,0.0311,0.0101,0.0409,0.0287,0.0369,0.0255,0.0184,0.0789,0.0028,0.0055,0.0331,0.0232,0.0333,0.0834,0.016,0.0182,0.0234,0.0656
479.8,0.0442,0.1124,0.005,0.1891,0.0092,0.0504,0.0318,0.01,0.0396,0.03,0.0384,0.0288,0.0184,0.0783,0.0026,0.0062,0.0317,0.0241,0.0369,0.0839,0.0152,0.0182,0.0234,0.0723
480.0,0.0374,0.1099,0.0046,0.1908,0.0083,0.0498,0.0321,0.0098,0.0392,0.0312,0.0391,0.0309,0.0192,0.079,0.0023,0.0067,0.0304,0.0251,0.0397,0.0808,0.0146,0.0171,0.0255,0.0769
480.2,0.0306,0.1087,0.0042,0.1832,0.0074,0.0486,0.0319,0.0096,0.038,0.0324,0.0403,0.0316,0.0203,0.0845,0.0021,0.007,0.031,0.0253,0.0412,0.0827,0.0142,0.0155,0.0284,0.0813
480.4,0.0269,0.1058,0.0041,0.1851,0.0071,0.0516,0.0314,0.009,0.0378,0.0307,0.041,0.0296,0.0188,0.0835,0.002,0.0066,0.0335,0.0248,0.0388,0.0827,0.0134,0.0144,0.0299,0.0915
480.6,0.0235,0.1025,0.004,0.1874,0.0069,0.0562,0.0314,0.0084,0.0377,0.0291,0.0409,0.0276,0.0173,0.0826,0.0019,0.0062,0.0355,0.024,0.0365,0.083,0.0125,0.0129,0.0309,0.1011
480.8,0.0225,0.1004,0.0042,0.1698,0.0065,0.0558,0.0304,0.0092,0.0361,0.0321,0.0413,0.0287,0.0184,0.0886,0.002,0.007,0.0356,0.0246,0.0378,0.086,0.0129,0.0136,0.0322,0.1041
481.0,0.023,0.1011,0.0045,0.1589,0.0065,0.0582,0.0302,0.0094,0.0344,0.0319,0.0425,0.0277,0.018,0.0919,0.0023,0.007,0.0378,0.0244,0.0359,0.0887,0.014,0.0142,0.0315,0.1062
481.2,0.0218,0.1003,0.0045,0.1472,0.0063,0.0597,0.0296,0.0097,0.0334,0.0316,0.0433,0.0267,0.0178,0.0967,0.0025,0.0068,0.0403,0.0254,0.0343,0.0906,0.0153,0.0152,0.0319,0.1091
481.4,0.0204,0.1015,0.0044,0.1452,0.0058,0.0612,0.0273,0.0095,0.0331,0.03,0.0417,0.0238,0.0175,0.0945,0.0028,0.0061,0.0484,0.0271,0.0306,0.0856,0.0181,0.0168,0.035,0.1135
481.6,0.0194,0.1044,0.0043,0.158,0.0055,0.063,0.0263,0.0098,0.0355,0.0283,0.0382,0.0215,0.0166,0.086,0.0029,0.0056,0.0533,0.0272,0.0277,0.0804,0.0198,0.0173,0.0358,0.1132
481.8,0.0183,0.1072,0.004,0.176,0.0054,0.066,0.0254,0.0099,0.038,0.0266,0.0339,0.0189,0.0157,0.0778,0.003,0.005,0.0585,0.0269,0.0243,0.074,0.0216,0.0175,0.0362,0.1102
482.0,0.0185,0.1098,0.0038,0.1845,0.0053,0.0682,0.0247,0.01,0.0395,0.0251,0.0311,0.0174,0.014,0.069,0.0032,0.0046,0.0643,0.0266,0.0219,0.0706,0.0225,0.0192,0.0339,0.1122
482.2,0.0183,0.1153,0.0036,0.1882,0.0054,0.0687,0.0235,0.0101,0.04,0.0228,0.0303,0.0153,0.0118,0.0603,0.0033,0.004,0.073,0.0265,0.0194,0.0684,0.0232,0.0211,0.0319,0.1157
482.4,0.0178,0.1198,0.0035,0.1843,0.0053,0.0632,0.0208,0.0101,0.0385,0.0214,0.0312,0.0139,0.0108,0.0535,0.0037,0.0036,0.0853,0.0286,0.0177,0.0628,0.027,0.0251,0.034,0.118
482.6,0.0172,0.1242,0.0034,0.1795,0.0051,0.0584,0.0181,0.0101,0.0366,0.0197,0.0321,0.0125,0.0099,0.0465,0.0041,0.0033,0.0992,0.0306,0.016,0.0565,0.0314,0.0296,0.036,0.1199
482.8,0.0178,0.1212,0.0031,0.1887,0.0055,0.0584,0.0183,0.0093,0.0386,0.0176,0.0306,0.0113,0.0089,0.042,0.0042,0.003,0.108,0.0296,0.0147,0.0518,0.031,0.0291,0.035,0.1222
483.0,0.0162,0.1209,0.003,0.1983,0.0056,0.06,0.0178,0.0087,0.0407,0.0154,0.0277,0.0097,0.0085,0.038,0.0042,0.0026,0.1195,0.0296,0.0129,0.0463,0.0321,0.0293,0.0378,0.1152
483.2,0.0148,0.1202,0.0029,0.209,0.0058,0.0617,0.0173,0.0081,0.0424,0.0138,0.0249,0.0084,0.0082,0.0347,0.004,0.0022,0.1306,0.0289,0.0113,0.0415,0.0326,0.0288,0.0402,0.1079
483.4,0.0143,0.1169,0.0031,0.1979,0.0059,0.063,0.0163,0.008,0.0409,0.0128,0.0251,0.0077,0.0077,0.0332,0.004,0.0021,0.1394,0.0289,0.0105,0.0402,0.0328,0.0302,0.0433,0.1157
483.6,0.0136,0.1153,0.0032,0.188,0.0059,0.0632,0.0154,0.0081,0.0393,0.012,0.0254,0.007,0.0072,0.0313,0.0039,0.0019,0.1484,0.0285,0.0096,0.0376,0.033,0.0318,0.0462,0.1242
483.8,0.0151,0.1146,0.0034,0.1809,0.0065,0.0625,0.0162,0.0083,0.04,0.012,0.0247,0.0071,0.0076,0.0349,0.0039,0.002,0.1471,0.0277,0.01,0.041,0.0313,0.0311,0.0468,0.1251
484.0,0.0182,0.1159,0.0039,0.1698,0.007,0.0629,0.0155,0.0082,0.0375,0.013,0.0276,0.0074,0.0079,0.0396,0.0042,0.0022,0.1407,0.0283,0.0107,0.0486,0.0312,0.031,0.0469,0.1217
484.2,0.0222,0.1132,0.0044,0.1628,0.0074,0.065,0.0153,0.008,0.036,0.0145,0.0291,0.0082,0.0088,0.0457,0.0047,0.0026,0.13,0.0288,0.0118,0.0566,0.0314,0.0309,0.0467,0.116
484.4,0.0253,0.1122,0.0047,0.1585,0.0072,0.0655,0.0158,0.0079,0.0349,0.0168,0.0296,0.0092,0.0102,0.0534,0.0048,0.003,0.118,0.028,0.0132,0.0634,0.0298,0.028,0.0442,0.1162
484.6,0.0289,0.1096,0.005,0.1531,0.0072,0.0658,0.0164,0.0078,0.0344,0.0194,0.0302,0.0103,0.0116,0.0618,0.0051,0.0035,0.1062,0.0276,0.0148,0.0702,0.0286,0.026,0.0416,0.115
484.8,0.0299,0.114,0.005,0.1545,0.0071,0.0613,0.0157,0.0073,0.0307,0.0202,0.0299,0.0105,0.012,0.0663,0.005,0.0035,0.0985,0.0272,0.0151,0.0778,0.0274,0.0261,0.04,0.115
485.0,0.0315,0.1129,0.0047,0.1465,0.0064,0.0531,0.0144,0.0065,0.0262,0.0211,0.0308,0.011,0.0123,0.0743,0.0047,0.0036,0.0932,0.0269,0.0162,0.0888,0.0246,0.0255,0.038,0.1269
485.2,0.0447,0.1114,0.0056,0.131,0.0064,0.0467,0.0125,0.0064,0.0215,0.0241,0.0352,0.012,0.0127,0.0831,0.0049,0.004,0.078,0.0265,0.0179,0.1061,0.0231,0.0258,0.0326,0.1276
485.4,0.0612,0.1129,0.0063,0.1274,0.007,0.0427,0.0124,0.0062,0.0189,0.0274,0.037,0.0133,0.0137,0.0954,0.0049,0.0046,0.0593,0.0246,0.0201,0.1268,0.0205,0.0234,0.0257,0.1083
485.6,0.074,0.1064,0.0065,0.1228,0.0076,0.0425,0.0132,0.0053,0.0171,0.0313,0.0375,0.0153,0.0143,0.1071,0.0045,0.0054,0.0461,0.0218,0.0233,0.148,0.0174,0.0191,0.0206,0.0929
485.8,0.0757,0.1006,0.0068,0.1213,0.0077,0.0454,0.0132,0.0046,0.0152,0.0355,0.0416,0.0165,0.0142,0.1054,0.0043,0.0059,0.041,0.0207,0.0248,0.1543,0.0166,0.0179,0.0189,0.0919
486.0,0.0739,0.0986,0.0069,0.1262,0.0079,0.0482,0.0144,0.0045,0.0148,0.0375,0.0408,0.0172,0.0145,0.1034,0.004,0.0062,0.039,0.0191,0.0258,0.1502,0.0157,0.017,0.0177,0.0966
486.2,0.0772,0.0937,0.0069,0.1266,0.0082,0.044,0.0164,0.0043,0.0151,0.0385,0.0362,0.0187,0.0161,0.1006,0.0038,0.0065,0.0397,0.0187,0.0292,0.1477,0.0153,0.0152,0.0177,0.1038
486.4,0.0842,0.0865,0.007,0.1242,0.0089,0.0417,0.0181,0.0041,0.0155,0.0387,0.0327,0.02,0.017,0.096,0.0036,0.0068,0.0404,0.0189,0.0323,0.1505,0.0155,0.0147,0.018,0.1048
486.6,0.0875,0.0824,0.0068,0.1218,0.0089,0.0382,0.0196,0.0042,0.0158,0.0404,0.0294,0.0213,0.0184,0.1016,0.0032,0.0068,0.0396,0.0187,0.0352,0.1556,0.0151,0.0143,0.0174,0.0975
486.8,0.1017,0.0782,0.0084,0.1143,0.0096,0.0391,0.0209,0.0047,0.016,0.046,0.0275,0.0227,0.0196,0.1072,0.0031,0.0073,0.0346,0.0183,0.0377,0.1568,0.0149,0.014,0.0156,0.0818
487.0,0.1198,0.0742,0.0105,0.1063,0.0104,0.04,0.0221,0.0051,0.016,0.0521,0.0256,0.0238,0.0205,0.1111,0.0031,0.0079,0.0297,0.0174,0.0396,0.1557,0.0144,0.0137,0.0136,0.0673
487.2,0.1181,0.073,0.0112,0.1108,0.0111,0.0407,0.0247,0.0056,0.0182,0.0528,0.0218,0.0236,0.0212,0.1151,0.0029,0.0077,0.0306,0.0177,0.0401,0.1495,0.0145,0.0136,0.0137,0.0618
487.4,0.1189,0.0702,0.0122,0.1106,0.0117,0.0401,0.0267,0.0061,0.0201,0.0545,0.0193,0.0235,0.0218,0.1196,0.003,0.0078,0.0314,0.0185,0.0406,0.1441,0.0151,0.0138,0.0138,0.0566
487.6,0.1196,0.0724,0.0122,0.115,0.0111,0.0359,0.0255,0.0066,0.0215,0.0513,0.0175,0.022,0.0214,0.1202,0.0031,0.0068,0.0343,0.0202,0.0389,0.1433,0.0161,0.0145,0.0139,0.0565
487.8,0.1259,0.0785,0.0134,0.1211,0.011,0.0313,0.0247,0.008,0.0244,0.0467,0.0172,0.0214,0.0214,0.1118,0.0034,0.0064,0.0388,0.022,0.0377,0.1309,0.0182,0.0156,0.014,0.0561
488.0,0.1304,0.0828,0.0146,0.1249,0.0113,0.0278,0.0244,0.0095,0.0277,0.0431,0.0164,0.0208,0.0215,0.1061,0.0035,0.0058,0.0433,0.0236,0.0367,0.1217,0.0198,0.0159,0.0142,0.0541
488.2,0.1296,0.091,0.0159,0.1345,0.0114,0.0283,0.0221,0.0111,0.0299,0.039,0.0172,0.0184,0.0189,0.1023,0.0039,0.0051,0.0449,0.0255,0.0319,0.1149,0.0221,0.0179,0.014,0.0503
488.4,0.1274,0.0962,0.0166,0.1424,0.011,0.0281,0.0197,0.0129,0.0321,0.035,0.0182,0.0162,0.017,0.0993,0.0045,0.0046,0.0472,0.0279,0.0277,0.108,0.0251,0.0203,0.0142,0.0483
488.6,0.1265,0.102,0.0178,0.15,0.0111,0.0271,0.0174,0.014,0.0333,0.0292,0.0199,0.0135,0.0139,0.0873,0.0053,0.0041,0.0534,0.03,0.0229,0.1025,0.0297,0.0219,0.0151,0.0522
488.8,0.1167,0.1098,0.0165,0.1599,0.0103,0.0245,0.0155,0.0151,0.0355,0.0245,0.0221,0.0119,0.0118,0.0739,0.0059,0.0037,0.0635,0.0322,0.0198,0.0934,0.0357,0.0228,0.0163,0.0587
489.0,0.109,0.1165,0.0153,0.1773,0.0102,0.0238,0.0144,0.0152,0.0381,0.0205,0.0234,0.0103,0.0098,0.0609,0.0062,0.0033,0.0728,0.0317,0.0167,0.0813,0.0388,0.0223,0.017,0.0653
489.2,0.0964,0.1259,0.0132,0.1901,0.0089,0.0232,0.013,0.0152,0.0386,0.0174,0.0265,0.0091,0.0084,0.0503,0.0065,0.003,0.0799,0.0311,0.0145,0.0722,0.0418,0.0221,0.0173,0.0752
489.4,0.0828,0.1356,0.0111,0.205,0.0077,0.0223,0.0117,0.0149,0.0392,0.0144,0.0287,0.008,0.0071,0.0413,0.0064,0.0026,0.0874,0.0297,0.0126,0.0637,0.0432,0.021,0.0175,0.0862
489.6,0.0722,0.1378,0.0101,0.2101,0.0071,0.0218,0.0114,0.0151,0.0402,0.0132,0.0322,0.0077,0.0066,0.0367,0.0065,0.0026,0.0919,0.0293,0.0118,0.0582,0.0459,0.0212,0.0179,0.0923
489.8,0.0655,0.1404,0.0087,0.2156,0.0065,0.022,0.0109,0.0143,0.0393,0.0124,0.0332,0.0071,0.0061,0.036,0.0064,0.0025,0.092,0.029,0.011,0.0594,0.0463,0.0209,0.0183,0.0962
490.0,0.0592,0.1424,0.0077,0.2207,0.0059,0.0215,0.0104,0.0137,0.0386,0.0114,0.0351,0.0065,0.0055,0.0343,0.0063,0.0024,0.0917,0.0287,0.0102,0.0588,0.047,0.0209,0.0186,0.1024
490.2,0.0524,0.1447,0.0067,0.2258,0.0054,0.0215,0.0103,0.0134,0.0383,0.011,0.0374,0.0063,0.0053,0.0324,0.0058,0.0023,0.0926,0.0266,0.0098,0.0569,0.0451,0.0201,0.0183,0.1117
490.4,0.0546,0.1546,0.0068,0.2315,0.0052,0.0202,0.0105,0.0131,0.0356,0.0111,0.0389,0.0063,0.0052,0.0305,0.0057,0.0025,0.0872,0.0243,0.0096,0.0516,0.0428,0.0192,0.018,0.1152
490.6,0.059,0.1589,0.0071,0.2369,0.0052,0.0201,0.0108,0.0125,0.034,0.0115,0.0395,0.0066,0.0056,0.0291,0.0059,0.0028,0.0806,0.0229,0.0101,0.047,0.0403,0.0192,0.018,0.1163
490.8,0.0672,0.1565,0.008,0.2329,0.0061,0.0219,0.0117,0.0124,0.0336,0.0133,0.0408,0.0076,0.0064,0.0305,0.0062,0.0033,0.0739,0.0227,0.0116,0.0489,0.0392,0.0195,0.0174,0.1085
491.0,0.0849,0.1527,0.0098,0.2101,0.0072,0.0228,0.0118,0.0127,0.0306,0.0159,0.0447,0.0086,0.0072,0.0367,0.0069,0.0039,0.0648,0.0234,0.0132,0.0587,0.0396,0.0213,0.0161,0.0964
491.2,0.1011,0.1442,0.0119,0.1906,0.0088,0.0235,0.0127,0.0126,0.0283,0.0197,0.047,0.01,0.0084,0.0449,0.0071,0.0046,0.0573,0.0239,0.0155,0.0686,0.0388,0.0221,0.0155,0.0826
491.4,0.1223,0.1349,0.0148,0.1678,0.0105,0.0246,0.0132,0.0124,0.025,0.0242,0.0485,0.0114,0.0096,0.0549,0.0073,0.0054,0.0489,0.0234,0.0177,0.0798,0.0366,0.0229,0.0141,0.0701
491.6,0.1577,0.1282,0.0192,0.1449,0.0125,0.025,0.0127,0.0122,0.0211,0.0281,0.0475,0.012,0.0103,0.0636,0.0076,0.0059,0.0389,0.0218,0.0185,0.0871,0.0332,0.0233,0.0121,0.0563
491.8,0.1871,0.1119,0.0226,0.1272,0.0152,0.0256,0.0132,0.0117,0.0198,0.0304,0.0431,0.0128,0.0111,0.0752,0.0075,0.006,0.0328,0.0211,0.0194,0.0967,0.0299,0.0231,0.0112,0.0456
492.0,0.2238,0.1011,0.0261,0.1105,0.0183,0.0255,0.0141,0.0112,0.0183,0.0322,0.0371,0.0127,0.0118,0.0872,0.0076,0.0062,0.0257,0.0187,0.0193,0.1004,0.0258,0.0214,0.0104,0.0347
492.2,0.2625,0.0895,0.0297,0.0941,0.0216,0.0249,0.0147,0.0106,0.0167,0.0335,0.0313,0.0124,0.0124,0.0991,0.0074,0.0063,0.0198,0.0163,0.0188,0.1022,0.0217,0.0194,0.0095,0.0258
492.4,0.275,0.0792,0.0306,0.0829,0.0252,0.0266,0.0154,0.0101,0.0165,0.0336,0.0272,0.0119,0.0124,0.1136,0.0068,0.0059,0.0166,0.0145,0.018,0.1126,0.0187,0.0177,0.0087,0.0202
492.6,0.2729,0.0696,0.0306,0.0713,0.0292,0.03,0.0164,0.0092,0.0154,0.0366,0.0263,0.0118,0.0126,0.13,0.0058,0.0056,0.0141,0.0124,0.0179,0.126,0.0154,0.0159,0.0077,0.0173
492.8,0.2767,0.0642,0.0311,0.0644,0.0312,0.0312,0.0167,0.0084,0.0146,0.0365,0.0253,0.0111,0.0125,0.1446,0.005,0.0052,0.0125,0.0106,0.0168,0.1305,0.013,0.0144,0.0074,0.0161
493.0,0.2706,0.0618,0.029,0.067,0.0323,0.0332,0.0188,0.008,0.0159,0.0368,0.026,0.0114,0.0129,0.1475,0.0048,0.0052,0.0129,0.0101,0.0164,0.1285,0.0129,0.0142,0.0079,0.0158
493.2,0.2699,0.0588,0.0278,0.0678,0.0333,0.0351,0.0205,0.0075,0.0166,0.0371,0.0263,0.0114,0.0127,0.1493,0.0045,0.0052,0.0129,0.0094,0.0158,0.1282,0.0125,0.0141,0.0079,0.0154
493.4,0.2548,0.0616,0.0243,0.0769,0.0316,0.0332,0.0224,0.0078,0.0196,0.0344,0.0274,0.0105,0.0129,0.1548,0.0047,0.0048,0.0144,0.0099,0.0147,0.1268,0.0138,0.0138,0.0093,0.0158
493.6,0.2313,0.0661,0.0212,0.087,0.0295,0.0315,0.0245,0.0083,0.0232,0.0323,0.0289,0.0099,0.0136,0.1616,0.005,0.0044,0.0166,0.0105,0.014,0.1239,0.0153,0.0136,0.011,0.0167
493.8,0.2151,0.0717,0.0191,0.089,0.0257,0.0284,0.0244,0.0083,0.0227,0.0332,0.0341,0.0098,0.0145,0.1688,0.0052,0.0045,0.0173,0.0105,0.014,0.1257,0.016,0.0136,0.0113,0.017
494.0,0.2006,0.0722,0.0163,0.0908,0.0223,0.0264,0.0236,0.0079,0.0224,0.0336,0.0391,0.0099,0.0145,0.1749,0.0055,0.0044,0.0179,0.011,0.014,0.1335,0.0174,0.0141,0.0112,0.0164
494.2,0.1849,0.0736,0.014,0.0926,0.0194,0.0246,0.0228,0.0077,0.0219,0.0338,0.0446,0.0099,0.0146,0.1815,0.0056,0.0043,0.0186,0.0116,0.0139,0.1404,0.0191,0.0142,0.0108,0.0156
