time,top_1,top_5
21.7718,1,1
21.8552,1,1
21.9386,0,1
22.022,0,1
22.1054,0,1
22.1888,0,1
22.2722,1,1
22.3557,1,1
22.4391,1,1
22.5225,1,1
22.6059,1,1
22.6893,1,1
22.7728,1,1
22.8562,1,1
22.9396,1,1
23.023,1,1
23.1064,1,1
23.1898,1,1
23.2733,1,1
23.3567,1,1
23.4401,1,1
23.5235,1,1
23.6069,1,1
23.6903,1,1
23.7737,1,1
23.8572,1,1
23.9406,1,1
24.024,0,0
24.1074,0,0
24.1908,0,0
24.2743,0,0
24.3577,0,0
24.4411,0,0
24.5245,0,0
24.6079,0,0
24.6913,0,0
24.7748,0,0
24.8582,0,0
24.9416,0,0
25.025,0,0
25.1084,0,0
25.1918,0,0
25.2752,0,0
25.3587,0,0
25.4421,0,0
25.5255,0,0
25.6089,0,0
25.6923,0,0
25.7758,0,0
25.8592,0,0
25.9426,0,0
26.026,0,0
26.1094,0,0
26.1928,0,0
26.2763,0,0
26.3597,0,0
26.4431,0,0
26.5265,0,0
26.6099,0,0
26.6933,0,0
26.7767,0,0
26.8602,0,0
26.9436,0,0
27.027,0,0
27.1104,0,0
27.1938,0,0
27.2773,0,0
27.3607,0,0
27.4441,0,0
27.5275,0,0
27.6109,0,0
27.6943,0,0
27.7778,0,0
27.8612,0,0
27.9446,0,0
28.028,0,0
28.1114,0,0
28.1948,0,0
28.2782,0,0
28.3617,0,0
28.4451,0,0
28.5285,0,0
28.6119,0,0
28.6953,0,0
28.7788,0,0
28.8622,0,0
28.9456,0,0
29.029,0,0
29.1124,0,0
29.1958,0,0
29.2793,0,0
29.3627,0,0
29.4461,0,0
29.5295,0,0
29.6129,0,0
29.6963,0,0
29.7797,0,0
29.8632,0,0
29.9466,0,0
30.03,0,0
30.1134,0,0
30.1968,0,0
30.2802,0,0
30.3637,0,0
30.4471,0,0
30.5305,0,0
30.6139,0,0
30.6973,0,0
30.7808,0,0
30.8642,0,0
30.9476,0,0
31.031,0,0
31.1144,0,0
31.1978,0,0
31.2812,0,0
31.3647,0,0
31.4481,0,0
31.5315,0,0
31.6149,0,0
31.6983,0,0
31.7817,0,0
31.8652,0,0
31.9486,0,0
32.032,0,0
32.1154,0,0
32.1988,0,0
32.2822,0,0
32.3657,0,0
32.4491,0,0
32.5325,0,0
32.6159,0,0
32.6993,0,0
32.7828,0,0
32.8662,0,0
32.9496,0,0
33.033,0,0
33.1164,0,0
33.1998,0,0
33.2833,0,0
33.3667,0,0
33.4501,0,0
33.5335,0,0
33.6169,0,0
33.7003,0,0
33.7837,0,0
33.8672,0,0
33.9506,0,0
34.034,1,1
34.1174,1,1
34.2008,1,1
34.2843,1,1
34.3677,1,1
34.4511,1,1
34.5345,1,1
34.6179,1,1
34.7013,1,1
34.7848,1,1
34.8682,1,1
34.9516,1,1
35.035,1,1
35.1184,1,1
35.2018,1,1
35.2852,1,1
35.3687,1,1
35.4521,1,1
35.5355,1,1
35.6189,1,1
35.7023,1,1
35.7858,1,1
35.8692,1,1
35.9526,0,1
36.036,0,1
36.1194,0,1
36.2028,0,1
36.2863,0,1
36.3697,0,1
36.4531,0,1
36.5365,0,1
36.6199,0,1
36.7033,0,1
36.7867,0,1
36.8702,0,1
36.9536,0,1
37.037,0,0
37.1204,0,0
37.2038,0,0
37.2873,0,0
37.3707,0,0
37.4541,0,0
37.5375,0,0
37.6209,0,0
37.7043,0,0
37.7878,0,0
37.8712,0,0
37.9546,0,0
38.038,0,0
38.1214,0,0
38.2048,0,0
38.2882,0,0
38.3717,0,0
38.4551,0,1
38.5385,0,0
38.6219,0,0
38.7053,0,0
38.7888,0,0
38.8722,0,0
38.9556,0,0
39.039,0,0
39.1224,0,0
39.2058,0,0
39.2893,0,0
39.3727,0,0
39.4561,0,0
39.5395,0,0
39.6229,0,0
39.7063,0,0
39.7897,0,0
39.8732,0,0
39.9566,0,0
40.04,0,0
40.1234,0,0
40.2068,0,0
40.2903,0,0
40.3737,0,0
40.4571,0,0
40.5405,0,0
40.6239,0,0
40.7073,0,0
40.7908,0,0
40.8742,0,0
40.9576,0,0
41.041,0,0
41.1244,0,0
41.2078,0,0
41.2912,0,0
41.3747,0,0
41.4581,0,0
41.5415,0,0
41.6249,0,0
41.7083,0,0
41.7918,0,0
41.8752,0,0
41.9586,0,0
42.042,0,0
42.1254,0,0
42.2088,0,0
42.2923,0,0
42.3757,0,0
42.4591,0,0
42.5425,0,0
42.6259,0,0
42.7093,0,0
42.7927,0,0
42.8762,0,0
42.9596,0,0
43.043,0,0
43.1264,0,0
43.2098,0,0
43.2933,0,0
43.3767,0,0
43.4601,0,0
43.5435,0,0
43.6269,0,0
43.7103,0,0
43.7938,0,0
43.8772,0,0
43.9606,0,0
44.044,0,0
44.1274,0,0
44.2108,0,0
44.2942,0,0
44.3777,0,0
44.4611,0,0
44.5445,0,0
44.6279,0,0
44.7113,0,0
44.7948,0,0
44.8782,0,0
44.9616,0,0
45.045,0,0
45.1284,0,0
45.2118,0,0
45.2953,0,0
45.3787,0,0
45.4621,0,0
45.5455,0,0
45.6289,0,0
45.7123,0,0
45.7957,0,0
45.8792,0,0
45.9626,0,0
46.046,0,0
46.1294,0,0
46.2128,0,0
46.2963,0,0
46.3797,0,0
46.4631,0,0
46.5465,0,0
46.6299,0,0
46.7133,0,0
46.7968,0,0
46.8802,0,0
46.9636,0,0
47.047,0,0
47.1304,0,0
47.2138,0,0
47.2972,0,0
47.3807,0,0
47.4641,0,0
47.5475,0,0
47.6309,0,0
47.7143,0,0
47.7978,0,0
47.8812,0,0
47.9646,0,0
48.048,0,0
48.1314,0,0
48.2148,0,0
48.2983,0,0
48.3817,0,0
48.4651,0,0
48.5485,0,0
48.6319,0,0
48.7153,0,0
48.7987,0,0
48.8822,0,0
48.9656,0,0
49.049,0,0
49.1324,0,0
49.2158,0,0
49.2993,0,0
49.3827,0,0
49.4661,0,0
49.5495,0,0
49.6329,0,0
49.7163,0,0
49.7998,0,0
49.8832,0,0
49.9666,0,0
50.05,0,0
50.1334,0,0
50.2168,0,0
50.3002,0,0
50.3837,0,0
50.4671,0,0
50.5505,0,0
50.6339,0,0
50.7173,0,0
50.8008,0,0
50.8842,0,0
50.9676,0,0
51.051,0,0
51.1344,0,0
51.2178,0,0
51.3013,0,0
51.3847,0,0
51.4681,0,0
51.5515,0,0
51.6349,0,0
51.7183,0,0
51.8017,0,0
51.8852,0,0
51.9686,0,0
52.052,0,0
52.1354,0,0
52.2188,0,0
52.3023,0,0
52.3857,0,0
52.4691,0,0
52.5525,0,0
52.6359,0,0
52.7193,0,0
52.8028,0,0
52.8862,0,0
52.9696,0,0
53.053,0,0
53.1364,0,0
53.2198,0,0
53.3032,0,0
53.3867,0,0
53.4701,0,0
53.5535,0,0
53.6369,0,0
53.7203,0,0
53.8038,0,0
53.8872,0,0
53.9706,0,0
54.054,0,0
54.1374,0,0
54.2208,0,0
54.3043,0,0
54.3877,0,0
54.4711,0,0
54.5545,0,0
54.6379,0,0
54.7213,0,0
54.8047,0,0
54.8882,0,0
54.9716,0,0
55.055,0,0
55.1384,0,0
55.2218,0,0
55.3053,0,0
55.3887,0,0
55.4721,0,0
55.5555,0,0
55.6389,0,0
55.7223,0,0
55.8058,0,0
55.8892,0,0
55.9726,0,0
56.056,0,0
56.1394,0,0
56.2228,0,0
56.3062,0,0
56.3897,0,0
56.4731,0,0
56.5565,0,0
56.6399,0,0
56.7233,0,0
56.8068,0,0
56.8902,0,0
56.9736,0,0
57.057,0,1
57.1404,0,1
57.2238,0,0
57.3073,0,0
57.3907,0,1
57.4741,0,1
57.5575,0,1
57.6409,0,1
57.7243,0,1
57.8077,0,1
57.8912,0,1
57.9746,0,1
58.058,0,1
58.1414,0,1
58.2248,0,1
58.3083,0,1
58.3917,0,1
58.4751,0,1
58.5585,0,1
58.6419,0,1
58.7253,0,1
58.8088,0,1
58.8922,0,1
58.9756,0,1
59.059,0,1
59.1424,0,1
59.2258,0,1
59.3092,0,1
59.3927,0,1
59.4761,0,1
59.5595,0,1
59.6429,0,1
59.7263,0,1
59.8098,0,1
59.8932,0,0
59.9766,0,0
60.06,0,0
60.1434,0,0
60.2268,0,0
60.3103,0,0
60.3937,0,0
60.4771,0,0
60.5605,0,0
60.6439,0,0
60.7273,0,0
60.8107,0,0
60.8942,0,1
60.9776,0,0
61.061,0,1
61.1444,0,1
61.2278,0,1
61.3113,0,1
61.3947,0,1
61.4781,0,1
61.5615,0,1
61.6449,0,1
61.7283,0,1
61.8118,0,1
61.8952,0,1
61.9786,0,1
62.062,0,1
62.1454,0,1
62.2288,0,1
62.3122,0,1
62.3957,0,1
62.4791,0,1
62.5625,0,1
62.6459,0,1
62.7293,0,1
62.8128,0,1
62.8962,0,1
62.9796,0,1
63.063,0,0
63.1464,0,0
63.2298,0,0
63.3133,0,0
63.3967,0,0
63.4801,0,0
63.5635,0,0
63.6469,0,0
63.7303,0,0
63.8137,0,0
63.8972,0,0
63.9806,0,0
64.064,0,0
64.1474,0,0
64.2308,0,0
64.3143,0,0
64.3977,0,0
64.4811,0,0
64.5645,0,0
64.6479,0,0
64.7313,0,0
64.8148,0,0
64.8982,0,0
64.9816,0,0
65.065,0,0
65.1484,0,0
65.2318,0,0
65.3153,0,0
65.3987,0,0
65.4821,0,0
65.5655,0,0
65.6489,0,0
65.7323,0,0
65.8157,0,0
65.8992,0,0
65.9826,0,0
66.066,0,0
66.1494,0,0
66.2328,0,0
66.3162,0,0
66.3997,0,0
66.4831,0,0
66.5665,0,0
66.6499,0,0
66.7333,0,0
66.8167,0,0
66.9002,0,0
66.9836,0,0
67.067,0,0
67.1504,0,0
67.2338,0,0
67.3173,0,0
67.4007,0,0
67.4841,0,0
67.5675,0,0
67.6509,0,0
67.7343,0,0
67.8178,0,0
67.9012,0,0
67.9846,0,0
68.068,0,0
68.1514,0,0
68.2348,0,0
68.3183,0,0
68.4017,0,0
68.4851,0,0
68.5685,0,0
68.6519,0,0
68.7353,0,0
68.8187,0,0
68.9022,0,0
68.9856,0,0
69.069,0,0
69.1524,0,0
69.2358,0,0
69.3192,0,0
69.4027,0,0
69.4861,0,0
69.5695,0,0
69.6529,0,0
69.7363,0,0
69.8197,0,0
69.9032,0,0
69.9866,0,0
70.07,0,0
70.1534,0,0
70.2368,0,0
70.3203,0,0
70.4037,0,0
70.4871,0,0
70.5705,0,0
70.6539,0,0
70.7373,0,0
70.8208,0,0
70.9042,0,0
70.9876,0,0
71.071,0,0
71.1544,0,0
71.2378,0,0
71.3213,0,0
71.4047,0,0
71.4881,0,0
71.5715,0,0
71.6549,0,0
71.7383,0,0
71.8217,0,0
71.9052,0,0
71.9886,0,0
72.072,0,0
72.1554,0,0
72.2388,0,0
72.3222,0,0
72.4057,0,0
72.4891,0,0
72.5725,0,0
72.6559,0,0
72.7393,0,0
72.8227,0,0
72.9062,0,0
72.9896,0,0
73.073,0,1
73.1564,0,1
73.2398,1,1
73.3233,1,1
73.4067,1,1
73.4901,1,1
73.5735,0,1
73.6569,0,1
73.7403,0,1
73.8238,0,1
73.9072,0,1
73.9906,0,1
74.074,0,1
74.1574,0,1
74.2408,0,1
74.3243,0,1
74.4077,0,1
74.4911,0,1
74.5745,0,1
74.6579,0,1
74.7413,0,1
74.8247,0,1
74.9082,0,1
74.9916,0,1
75.075,0,1
75.1584,0,1
75.2418,0,1
75.3252,0,1
75.4087,0,1
75.4921,0,1
75.5755,0,1
75.6589,0,1
75.7423,0,1
75.8257,0,1
75.9092,0,0
75.9926,0,0
76.076,0,0
76.1594,0,0
76.2428,0,0
76.3263,0,0
76.4097,0,0
76.4931,0,0
76.5765,0,0
76.6599,0,0
76.7433,0,0
76.8268,0,0
76.9102,0,0
76.9936,0,0
77.077,0,0
77.1604,0,0
77.2438,0,0
77.3273,0,0
77.4107,0,0
77.4941,0,0
77.5775,0,0
77.6609,0,0
77.7443,0,0
77.8277,0,0
77.9112,0,0
77.9946,0,0
78.078,0,0
78.1614,0,0
78.2448,0,0
78.3282,0,0
78.4117,0,0
78.4951,0,0
78.5785,0,0
78.6619,0,0
78.7453,0,0
78.8287,0,0
78.9122,0,0
78.9956,0,0
79.079,0,0
79.1624,0,0
79.2458,0,0
79.3293,0,0
79.4127,0,0
79.4961,0,0
79.5795,0,0
79.6629,0,0
79.7463,0,0
79.8298,0,0
79.9132,0,0
79.9966,0,0
80.08,0,0
